episode,reward,steps
1662,0.0,3
1663,0.0,11
1664,0.0,20
1665,0.0,12
1666,1.0,18
1667,0.0,74
1668,0.0,17
1669,0.0,52
1670,0.0,10
1671,0.0,32
1672,0.0,9
1673,0.0,74
1674,1.0,15
1675,1.0,30
1676,0.0,4
1677,0.0,6
1678,0.0,11
1679,0.0,42
1680,0.0,10
1681,1.0,27
1682,1.0,13
1683,0.0,15
1684,0.0,6
1685,1.0,31
1686,0.0,14
1687,0.0,22
1688,0.0,11
1689,0.0,5
1690,0.0,13
1691,0.0,12
1692,1.0,36
1693,1.0,7
1694,0.0,17
1695,0.0,15
1696,1.0,13
1697,1.0,26
1698,1.0,28
1699,1.0,23
1700,1.0,42
1701,0.0,10
1702,0.0,19
1703,0.0,17
1704,1.0,32
1705,0.0,21
1706,0.0,2
1707,0.0,32
1708,1.0,13
1709,0.0,11
1710,0.0,21
1711,0.0,12
1712,0.0,15
1713,1.0,85
1714,0.0,51
1715,0.0,22
1716,1.0,20
1717,0.0,2
1718,0.0,43
1719,0.0,10
1720,0.0,23
1721,0.0,19
1722,0.0,38
1723,0.0,16
1724,1.0,31
1725,1.0,16
1726,0.0,7
1727,0.0,40
1728,0.0,57
1729,1.0,63
1730,0.0,24
1731,0.0,10
1732,0.0,4
1733,1.0,14
1734,0.0,23
1735,0.0,2
1736,0.0,100
1737,0.0,17
1738,0.0,25
1739,0.0,3
1740,0.0,69
1741,1.0,18
1742,0.0,14
1743,1.0,27
1744,0.0,16
1745,0.0,2
1746,1.0,10
1747,0.0,20
1748,1.0,15
1749,0.0,2
1750,0.0,28
1751,0.0,10
1752,0.0,20
1753,0.0,52
1754,1.0,14
1755,1.0,18
1756,1.0,17
1757,0.0,3
1758,1.0,25
1759,0.0,8
1760,0.0,25
1761,0.0,10
1762,0.0,17
1763,0.0,6
1764,0.0,29
1765,1.0,22
1766,0.0,14
1767,0.0,14
1768,0.0,7
1769,0.0,23
1770,1.0,8
1771,1.0,23
1772,0.0,61
1773,0.0,19
1774,0.0,37
1775,0.0,2
1776,1.0,9
1777,1.0,8
1778,0.0,16
1779,0.0,8
1780,0.0,14
1781,0.0,28
1782,0.0,8
1783,0.0,16
1784,1.0,46
1785,0.0,41
1786,0.0,11
1787,1.0,20
1788,1.0,28
1789,1.0,16
1790,0.0,7
1791,1.0,17
1792,1.0,8
1793,0.0,34
1794,0.0,16
1795,0.0,13
1796,0.0,18
1797,0.0,20
1798,0.0,17
1799,0.0,24
1800,0.0,14
1801,1.0,29
1802,0.0,12
1803,1.0,18
1804,0.0,5
1805,1.0,16
1806,0.0,43
1807,0.0,9
1808,0.0,53
1809,0.0,25
1810,0.0,49
1811,0.0,7
1812,0.0,7
1813,0.0,6
1814,1.0,52
1815,0.0,20
1816,0.0,25
1817,0.0,16
1818,0.0,7
1819,1.0,20
1820,0.0,11
1821,1.0,35
1822,0.0,7
1823,0.0,8
1824,1.0,11
1825,0.0,19
1826,0.0,10
1827,0.0,12
1828,0.0,79
1829,0.0,27
1830,0.0,13
1831,1.0,16
1832,0.0,41
1833,0.0,12
1834,0.0,13
1835,0.0,4
1836,1.0,39
1837,1.0,16
1838,1.0,19
1839,0.0,88
1840,1.0,6
1841,1.0,18
1842,1.0,17
1843,0.0,20
1844,1.0,39
1845,0.0,19
1846,0.0,5
1847,0.0,26
1848,0.0,11
1849,0.0,24
1850,1.0,10
1851,1.0,52
1852,0.0,11
1853,0.0,20
1854,0.0,19
1855,1.0,74
1856,0.0,18
1857,0.0,27
1858,0.0,28
1859,0.0,12
1860,0.0,31
1861,0.0,25
1862,0.0,17
1863,0.0,38
1864,0.0,8
1865,0.0,86
1866,0.0,6
1867,0.0,8
1868,0.0,28
1869,0.0,63
1870,0.0,7
1871,0.0,22
1872,0.0,16
1873,1.0,21
1874,0.0,38
1875,0.0,13
1876,0.0,2
1877,0.0,33
1878,0.0,13
1879,0.0,6
1880,0.0,13
1881,0.0,13
1882,0.0,21
1883,0.0,62
1884,1.0,19
1885,0.0,44
1886,0.0,16
1887,0.0,20
1888,0.0,7
1889,0.0,51
1890,0.0,25
1891,0.0,5
1892,1.0,12
1893,0.0,19
1894,1.0,9
1895,0.0,25
1896,1.0,12
1897,0.0,8
1898,0.0,77
1899,0.0,39
1900,0.0,12
1901,0.0,9
1902,0.0,7
1903,0.0,66
1904,0.0,5
1905,0.0,24
1906,0.0,6
1907,0.0,4
1908,0.0,17
1909,0.0,10
1910,0.0,6
1911,0.0,21
1912,0.0,22
1913,1.0,10
1914,1.0,30
1915,0.0,9
1916,0.0,37
1917,0.0,38
1918,0.0,27
1919,0.0,5
1920,0.0,8
1921,0.0,13
1922,0.0,5
1923,0.0,16
1924,0.0,85
1925,0.0,36
1926,0.0,19
1927,0.0,7
1928,0.0,10
1929,0.0,16
1930,0.0,66
1931,0.0,7
1932,0.0,70
1933,0.0,20
1934,0.0,19
1935,0.0,8
1936,1.0,18
1937,1.0,49
1938,0.0,36
1939,0.0,22
1940,0.0,9
1941,1.0,36
1942,1.0,27
1943,1.0,14
1944,0.0,8
1945,0.0,6
1946,0.0,52
1947,0.0,8
1948,0.0,5
1949,0.0,28
1950,0.0,24
1951,0.0,66
1952,0.0,21
1953,0.0,11
1954,0.0,14
1955,1.0,36
1956,1.0,14
1957,0.0,20
1958,0.0,2
1959,1.0,12
1960,0.0,35
1961,0.0,11
1962,0.0,4
1963,1.0,18
1964,0.0,6
1965,0.0,18
1966,0.0,13
1967,0.0,67
1968,1.0,24
1969,0.0,15
1970,0.0,7
1971,0.0,5
1972,1.0,8
1973,0.0,14
1974,0.0,29
1975,0.0,6
1976,0.0,16
1977,0.0,12
1978,0.0,39
1979,0.0,20
1980,0.0,39
1981,0.0,24
1982,1.0,39
1983,0.0,31
1984,0.0,4
1985,0.0,6
1986,1.0,37
1987,0.0,5
1988,0.0,12
1989,0.0,15
1990,1.0,21
1991,0.0,42
1992,0.0,6
1993,0.0,2
1994,1.0,81
1995,0.0,4
1996,0.0,23
1997,1.0,17
1998,0.0,6
1999,1.0,38
2000,0.0,12
2001,0.0,4
2002,0.0,8
2003,1.0,11
2004,0.0,28
2005,0.0,16
2006,0.0,14
2007,0.0,10
2008,1.0,28
2009,0.0,13
2010,0.0,23
2011,0.0,9
2012,1.0,14
2013,1.0,20
2014,0.0,11
2015,0.0,8
2016,1.0,14
2017,1.0,21
2018,1.0,22
2019,0.0,29
2020,0.0,42
2021,1.0,15
2022,1.0,24
2023,0.0,6
2024,0.0,54
2025,0.0,18
2026,0.0,29
2027,0.0,14
2028,0.0,24
2029,1.0,48
2030,0.0,27
2031,1.0,18
2032,0.0,24
2033,0.0,23
2034,1.0,18
2035,1.0,45
2036,0.0,31
2037,0.0,26
2038,0.0,10
2039,1.0,11
2040,0.0,36
2041,0.0,22
2042,1.0,22
2043,1.0,18
2044,1.0,36
2045,0.0,52
2046,0.0,46
2047,1.0,33
2048,1.0,15
2049,0.0,15
2050,0.0,46
2051,1.0,7
2052,1.0,23
2053,0.0,2
2054,0.0,6
2055,0.0,5
2056,0.0,18
2057,0.0,82
2058,0.0,8
2059,1.0,49
2060,0.0,32
2061,0.0,76
2062,0.0,10
2063,0.0,16
2064,0.0,15
2065,0.0,47
2066,1.0,13
2067,1.0,53
2068,1.0,19
2069,1.0,9
2070,1.0,23
2071,1.0,7
2072,1.0,17
2073,0.0,8
2074,0.0,16
2075,1.0,7
2076,0.0,25
2077,0.0,40
2078,0.0,10
2079,0.0,71
2080,1.0,9
2081,1.0,32
2082,1.0,37
2083,1.0,23
2084,0.0,30
2085,0.0,17
2086,0.0,10
2087,1.0,32
2088,0.0,29
2089,1.0,47
2090,0.0,9
2091,0.0,25
2092,0.0,20
2093,0.0,35
2094,0.0,31
2095,0.0,14
2096,0.0,17
2097,0.0,38
2098,1.0,15
2099,0.0,7
2100,0.0,29
2101,0.0,26
2102,0.0,24
2103,1.0,70
2104,0.0,5
2105,0.0,2
2106,0.0,6
2107,0.0,7
2108,1.0,28
2109,1.0,22
2110,1.0,25
2111,1.0,36
2112,1.0,8
2113,1.0,32
2114,0.0,17
2115,1.0,23
2116,0.0,6
2117,0.0,21
2118,1.0,22
2119,1.0,18
2120,0.0,8
2121,0.0,18
2122,0.0,40
2123,0.0,27
2124,0.0,17
2125,1.0,9
2126,0.0,39
2127,0.0,12
2128,0.0,22
2129,0.0,10
2130,0.0,30
2131,0.0,15
2132,1.0,66
2133,0.0,6
2134,1.0,42
2135,0.0,22
2136,0.0,7
2137,0.0,36
2138,0.0,16
2139,0.0,7
2140,1.0,32
2141,0.0,28
2142,0.0,13
2143,0.0,18
2144,0.0,11
2145,1.0,11
2146,0.0,8
2147,0.0,27
2148,0.0,18
2149,0.0,38
2150,1.0,8
2151,0.0,21
2152,0.0,59
2153,0.0,5
2154,0.0,20
2155,0.0,13
2156,1.0,21
2157,0.0,18
2158,0.0,20
2159,0.0,100
2160,0.0,37
2161,0.0,4
2162,0.0,22
2163,0.0,21
2164,0.0,15
2165,0.0,23
2166,0.0,40
2167,0.0,3
2168,0.0,18
2169,0.0,24
2170,0.0,37
2171,0.0,44
2172,1.0,58
2173,0.0,16
2174,0.0,11
2175,0.0,15
2176,0.0,22
2177,1.0,17
2178,0.0,9
2179,1.0,19
2180,0.0,2
2181,1.0,18
2182,0.0,8
2183,0.0,32
2184,0.0,20
2185,0.0,28
2186,0.0,10
2187,0.0,6
2188,0.0,15
2189,1.0,17
2190,0.0,3
2191,0.0,16
2192,0.0,8
2193,0.0,47
2194,1.0,33
2195,0.0,6
2196,0.0,8
2197,0.0,23
2198,0.0,100
2199,0.0,10
2200,0.0,4
2201,1.0,20
2202,1.0,22
2203,1.0,18
2204,1.0,68
2205,1.0,53
2206,1.0,27
2207,0.0,11
2208,1.0,17
2209,1.0,22
2210,0.0,100
2211,1.0,13
2212,1.0,22
2213,0.0,20
2214,0.0,11
2215,0.0,52
2216,0.0,18
2217,0.0,6
2218,0.0,21
2219,1.0,26
2220,1.0,11
2221,1.0,33
2222,0.0,32
2223,0.0,16
2224,1.0,29
2225,1.0,95
2226,0.0,7
2227,1.0,42
2228,0.0,19
2229,0.0,2
2230,0.0,77
2231,0.0,46
2232,1.0,14
2233,0.0,23
2234,1.0,22
2235,1.0,51
2236,1.0,21
2237,1.0,25
2238,1.0,44
2239,1.0,8
2240,1.0,35
2241,0.0,9
2242,1.0,26
2243,0.0,15
2244,0.0,19
2245,0.0,9
2246,0.0,12
2247,1.0,30
2248,1.0,29
2249,1.0,35
2250,0.0,10
2251,1.0,28
2252,0.0,31
2253,0.0,19
2254,1.0,55
2255,0.0,49
2256,1.0,41
2257,1.0,23
2258,1.0,10
2259,0.0,23
2260,1.0,14
2261,0.0,11
2262,0.0,24
2263,1.0,26
2264,0.0,4
2265,0.0,14
2266,0.0,49
2267,0.0,40
2268,0.0,38
2269,1.0,32
2270,0.0,5
2271,1.0,28
2272,0.0,11
2273,1.0,35
2274,1.0,17
2275,1.0,32
2276,0.0,42
2277,0.0,4
2278,0.0,5
2279,0.0,41
2280,1.0,13
2281,0.0,45
2282,0.0,90
2283,0.0,6
2284,0.0,5
2285,1.0,39
2286,1.0,45
2287,0.0,30
2288,1.0,28
2289,0.0,56
2290,1.0,25
2291,0.0,34
2292,1.0,13
2293,0.0,23
2294,1.0,22
2295,0.0,21
2296,1.0,13
2297,1.0,8
2298,0.0,9
2299,1.0,37
2300,0.0,25
2301,0.0,55
2302,0.0,34
2303,0.0,10
2304,1.0,10
2305,0.0,69
2306,1.0,46
2307,0.0,33
2308,0.0,8
2309,1.0,22
2310,0.0,49
2311,0.0,42
2312,1.0,12
2313,1.0,34
2314,0.0,42
2315,0.0,22
2316,0.0,13
2317,1.0,10
2318,0.0,30
2319,0.0,19
2320,0.0,8
2321,0.0,17
2322,1.0,19
2323,0.0,28
2324,0.0,4
2325,0.0,23
2326,0.0,24
2327,0.0,45
2328,1.0,13
2329,0.0,41
2330,1.0,47
2331,0.0,6
2332,0.0,23
2333,0.0,16
2334,1.0,15
2335,0.0,15
2336,0.0,60
2337,0.0,84
2338,0.0,15
2339,1.0,35
2340,1.0,56
2341,1.0,26
2342,0.0,10
2343,0.0,12
2344,0.0,20
2345,0.0,2
2346,0.0,46
2347,1.0,22
2348,1.0,33
2349,0.0,13
2350,1.0,50
2351,0.0,35
2352,0.0,40
2353,1.0,27
2354,1.0,45
2355,0.0,39
2356,1.0,10
2357,0.0,13
2358,1.0,26
2359,0.0,28
2360,0.0,24
2361,0.0,25
2362,0.0,12
2363,1.0,17
2364,0.0,17
2365,0.0,59
2366,1.0,82
2367,0.0,14
2368,0.0,8
2369,1.0,28
2370,1.0,47
2371,0.0,18
2372,0.0,34
2373,0.0,9
2374,0.0,14
2375,1.0,12
2376,1.0,20
2377,0.0,5
2378,1.0,8
2379,0.0,7
2380,0.0,23
2381,1.0,16
2382,1.0,14
2383,0.0,8
2384,0.0,13
2385,0.0,20
2386,1.0,28
2387,1.0,45
2388,0.0,15
2389,0.0,21
2390,0.0,15
2391,0.0,9
2392,0.0,7
2393,1.0,59
2394,1.0,43
2395,1.0,26
2396,0.0,48
2397,0.0,26
2398,1.0,40
2399,0.0,27
2400,0.0,30
2401,0.0,12
2402,0.0,21
2403,0.0,17
2404,1.0,83
2405,0.0,15
2406,0.0,9
2407,1.0,36
2408,1.0,14
2409,0.0,75
2410,1.0,62
2411,0.0,28
2412,1.0,18
2413,1.0,20
2414,1.0,8
2415,1.0,27
2416,1.0,48
2417,0.0,8
2418,0.0,7
2419,0.0,48
2420,1.0,21
2421,0.0,7
2422,1.0,26
2423,0.0,70
2424,0.0,85
2425,0.0,14
2426,1.0,41
2427,0.0,7
2428,0.0,29
2429,0.0,7
2430,1.0,14
2431,1.0,84
2432,0.0,25
2433,1.0,33
2434,0.0,68
2435,1.0,26
2436,1.0,8
2437,1.0,15
2438,0.0,58
2439,0.0,35
2440,0.0,45
2441,0.0,37
2442,0.0,2
2443,0.0,16
2444,1.0,31
2445,0.0,47
2446,0.0,78
2447,0.0,53
2448,0.0,25
2449,0.0,11
2450,0.0,97
2451,0.0,16
2452,1.0,36
2453,0.0,57
2454,1.0,13
2455,0.0,14
2456,1.0,67
2457,0.0,4
2458,1.0,8
2459,1.0,21
2460,0.0,17
2461,1.0,37
2462,0.0,7
2463,1.0,13
2464,0.0,62
2465,0.0,56
2466,1.0,19
2467,0.0,30
2468,0.0,5
2469,0.0,36
2470,0.0,61
2471,1.0,11
2472,0.0,30
2473,1.0,13
2474,0.0,12
2475,0.0,18
2476,0.0,43
2477,0.0,13
2478,0.0,5
2479,0.0,51
2480,0.0,11
2481,1.0,76
2482,0.0,23
2483,1.0,19
2484,0.0,16
2485,0.0,35
2486,0.0,17
2487,0.0,39
2488,0.0,7
2489,1.0,36
2490,0.0,41
2491,0.0,11
2492,0.0,80
2493,0.0,9
2494,1.0,20
2495,0.0,47
2496,0.0,21
2497,1.0,40
2498,1.0,15
2499,0.0,39
2500,0.0,22
2501,1.0,11
2502,1.0,46
2503,0.0,7
2504,1.0,42
2505,0.0,51
2506,0.0,12
2507,1.0,14
2508,0.0,14
2509,1.0,15
2510,0.0,26
2511,0.0,65
2512,1.0,46
2513,1.0,23
2514,1.0,55
2515,0.0,9
2516,1.0,15
2517,1.0,31
2518,0.0,10
2519,0.0,10
2520,0.0,69
2521,0.0,5
2522,0.0,13
2523,1.0,38
2524,1.0,47
2525,0.0,17
2526,1.0,21
2527,1.0,47
2528,1.0,32
2529,0.0,36
2530,1.0,86
2531,0.0,22
2532,0.0,13
2533,1.0,69
2534,1.0,28
2535,1.0,44
2536,0.0,26
2537,1.0,9
2538,0.0,20
2539,1.0,17
2540,0.0,19
2541,0.0,33
2542,0.0,10
2543,0.0,10
2544,0.0,34
2545,0.0,34
2546,1.0,24
2547,1.0,63
2548,0.0,11
2549,0.0,5
2550,0.0,13
2551,0.0,44
2552,0.0,33
2553,0.0,36
2554,0.0,27
2555,1.0,15
2556,1.0,31
2557,0.0,16
2558,1.0,14
2559,0.0,5
2560,0.0,58
2561,0.0,27
2562,0.0,90
2563,0.0,10
2564,1.0,19
2565,0.0,5
2566,1.0,15
2567,1.0,24
2568,0.0,44
2569,0.0,26
2570,1.0,68
2571,0.0,7
2572,1.0,16
2573,1.0,25
2574,1.0,30
2575,1.0,69
2576,0.0,16
2577,1.0,11
2578,0.0,15
2579,0.0,43
2580,1.0,42
2581,0.0,31
2582,0.0,23
2583,1.0,21
2584,1.0,34
2585,0.0,42
2586,0.0,20
2587,1.0,64
2588,1.0,44
2589,0.0,4
2590,0.0,27
2591,1.0,17
2592,0.0,40
2593,0.0,29
2594,0.0,20
2595,0.0,8
2596,0.0,19
2597,0.0,15
2598,0.0,87
2599,0.0,6
2600,0.0,51
2601,0.0,54
2602,0.0,45
2603,0.0,4
2604,1.0,14
2605,1.0,18
2606,0.0,17
2607,0.0,4
2608,1.0,14
2609,1.0,32
2610,0.0,30
2611,1.0,37
2612,1.0,33
2613,0.0,86
2614,0.0,13
2615,0.0,3
2616,1.0,17
2617,1.0,31
2618,0.0,44
2619,0.0,69
2620,0.0,21
2621,0.0,12
2622,0.0,53
2623,0.0,2
2624,0.0,10
2625,0.0,18
2626,0.0,6
2627,1.0,28
2628,0.0,13
2629,0.0,14
2630,0.0,12
2631,1.0,25
2632,1.0,11
2633,1.0,75
2634,0.0,66
2635,0.0,13
2636,1.0,44
2637,1.0,41
2638,0.0,44
2639,0.0,63
2640,0.0,16
2641,1.0,41
2642,0.0,7
2643,0.0,19
2644,1.0,53
2645,0.0,27
2646,0.0,21
2647,1.0,18
2648,1.0,23
2649,0.0,12
2650,0.0,3
2651,1.0,29
2652,1.0,14
2653,0.0,14
2654,0.0,22
2655,0.0,27
2656,0.0,12
2657,1.0,20
2658,0.0,20
2659,1.0,32
2660,1.0,20
2661,0.0,19
2662,0.0,12
2663,1.0,35
2664,0.0,12
2665,0.0,31
2666,0.0,25
2667,1.0,52
2668,1.0,16
2669,1.0,36
2670,1.0,52
2671,1.0,41
2672,1.0,83
2673,1.0,21
2674,1.0,26
2675,1.0,47
2676,1.0,35
2677,0.0,29
2678,0.0,27
2679,0.0,44
2680,1.0,20
2681,1.0,34
2682,1.0,10
2683,0.0,18
2684,0.0,9
2685,0.0,11
2686,1.0,71
2687,0.0,3
2688,1.0,35
2689,1.0,12
2690,0.0,21
2691,1.0,26
2692,0.0,4
2693,0.0,19
2694,0.0,57
2695,0.0,66
2696,0.0,24
2697,1.0,8
2698,0.0,34
2699,0.0,21
2700,1.0,14
2701,0.0,12
2702,0.0,18
2703,1.0,8
2704,0.0,20
2705,1.0,56
2706,1.0,67
2707,0.0,23
2708,0.0,44
2709,1.0,53
2710,1.0,16
2711,0.0,13
2712,1.0,21
2713,1.0,44
2714,1.0,33
2715,1.0,64
2716,1.0,31
2717,0.0,100
2718,0.0,26
2719,1.0,47
2720,0.0,14
2721,0.0,33
2722,1.0,54
2723,0.0,4
2724,1.0,18
2725,0.0,31
2726,0.0,10
2727,0.0,47
2728,0.0,67
2729,0.0,33
2730,0.0,21
2731,0.0,37
2732,0.0,17
2733,0.0,11
2734,0.0,20
2735,1.0,8
2736,0.0,39
2737,0.0,11
2738,0.0,21
2739,1.0,35
2740,0.0,15
2741,1.0,29
2742,0.0,23
2743,0.0,26
2744,1.0,48
2745,1.0,12
2746,1.0,23
2747,0.0,59
2748,0.0,34
2749,0.0,19
2750,0.0,27
2751,0.0,100
2752,0.0,26
2753,0.0,6
2754,1.0,56
2755,0.0,17
2756,0.0,6
2757,0.0,18
2758,0.0,16
2759,0.0,8
2760,0.0,18
2761,1.0,13
2762,1.0,16
2763,1.0,17
2764,0.0,39
2765,0.0,9
2766,0.0,47
2767,0.0,20
2768,1.0,10
2769,0.0,21
2770,0.0,5
2771,0.0,11
2772,0.0,32
2773,0.0,32
2774,1.0,10
2775,1.0,74
2776,1.0,47
2777,0.0,72
2778,0.0,34
2779,0.0,5
2780,1.0,41
2781,1.0,13
2782,1.0,34
2783,0.0,32
2784,0.0,32
2785,1.0,82
2786,0.0,21
2787,0.0,21
2788,0.0,10
2789,1.0,45
2790,1.0,18
2791,1.0,28
2792,1.0,9
2793,1.0,25
2794,1.0,13
2795,1.0,46
2796,1.0,34
2797,0.0,10
2798,0.0,19
2799,0.0,11
2800,0.0,22
2801,1.0,12
2802,1.0,15
2803,0.0,8
2804,0.0,7
2805,0.0,17
2806,0.0,24
2807,0.0,36
2808,0.0,19
2809,1.0,70
2810,1.0,32
2811,1.0,10
2812,0.0,51
2813,1.0,69
2814,0.0,27
2815,0.0,100
2816,0.0,9
2817,1.0,77
2818,0.0,32
2819,0.0,19
2820,0.0,36
2821,1.0,10
2822,1.0,13
2823,0.0,14
2824,0.0,9
2825,1.0,54
2826,0.0,32
2827,0.0,23
2828,1.0,13
2829,0.0,29
2830,0.0,2
2831,0.0,12
2832,0.0,9
2833,1.0,35
2834,0.0,2
2835,0.0,13
2836,0.0,61
2837,0.0,9
2838,0.0,53
2839,1.0,11
2840,1.0,89
2841,1.0,30
2842,0.0,19
2843,0.0,10
2844,1.0,70
2845,1.0,39
2846,0.0,25
2847,1.0,45
2848,1.0,38
2849,1.0,10
2850,0.0,36
2851,0.0,21
2852,1.0,15
2853,0.0,22
2854,1.0,24
2855,0.0,16
2856,0.0,100
2857,0.0,20
2858,0.0,7
2859,1.0,33
2860,0.0,31
2861,1.0,51
2862,0.0,100
2863,1.0,11
2864,0.0,4
2865,1.0,37
2866,0.0,29
2867,1.0,36
2868,0.0,33
2869,1.0,60
2870,0.0,23
2871,0.0,47
2872,0.0,19
2873,1.0,30
2874,1.0,23
2875,0.0,100
2876,1.0,43
2877,0.0,100
2878,0.0,11
2879,0.0,29
2880,0.0,18
2881,0.0,13
2882,0.0,68
2883,1.0,24
2884,0.0,7
2885,1.0,9
2886,0.0,28
2887,1.0,31
2888,1.0,9
2889,1.0,34
2890,0.0,37
2891,1.0,12
2892,1.0,27
2893,0.0,29
2894,1.0,23
2895,1.0,20
2896,1.0,43
2897,0.0,25
2898,0.0,30
2899,1.0,30
2900,1.0,48
2901,1.0,10
2902,0.0,21
2903,1.0,40
2904,0.0,7
2905,1.0,19
2906,0.0,23
2907,1.0,40
2908,0.0,22
2909,0.0,76
2910,0.0,52
2911,0.0,18
2912,0.0,9
2913,1.0,61
2914,0.0,33
2915,0.0,35
2916,0.0,15
2917,0.0,12
2918,0.0,21
2919,0.0,15
2920,0.0,2
2921,1.0,12
2922,0.0,18
2923,1.0,20
2924,0.0,15
2925,0.0,27
2926,0.0,19
2927,1.0,19
2928,0.0,13
2929,1.0,16
2930,1.0,63
2931,0.0,34
2932,0.0,8
2933,0.0,18
2934,0.0,40
2935,1.0,19
2936,1.0,32
2937,1.0,25
2938,1.0,20
2939,0.0,14
2940,0.0,14
2941,1.0,9
2942,0.0,15
2943,1.0,23
2944,0.0,12
2945,0.0,32
2946,0.0,54
2947,0.0,12
2948,1.0,8
2949,0.0,37
2950,1.0,28
2951,1.0,35
2952,0.0,17
2953,0.0,8
2954,0.0,100
2955,0.0,10
2956,1.0,15
2957,0.0,28
2958,0.0,67
2959,0.0,33
2960,0.0,11
2961,0.0,10
2962,0.0,7
2963,0.0,18
2964,0.0,35
2965,0.0,13
2966,0.0,23
2967,0.0,16
2968,1.0,8
2969,1.0,19
2970,0.0,29
2971,0.0,11
2972,0.0,14
2973,0.0,54
2974,1.0,13
2975,0.0,46
2976,0.0,6
2977,0.0,16
2978,0.0,36
2979,0.0,14
2980,1.0,12
2981,0.0,17
2982,0.0,5
2983,0.0,10
2984,0.0,26
2985,0.0,16
2986,0.0,45
2987,1.0,21
2988,0.0,2
2989,0.0,5
2990,1.0,52
2991,1.0,32
2992,0.0,2
2993,0.0,12
2994,1.0,19
2995,0.0,53
2996,1.0,48
2997,1.0,14
2998,0.0,47
2999,0.0,21
3000,0.0,63
3001,0.0,20
3002,0.0,10
3003,0.0,21
3004,0.0,23
3005,0.0,32
3006,1.0,18
3007,0.0,38
3008,0.0,15
3009,0.0,31
3010,0.0,13
3011,1.0,30
3012,0.0,28
3013,0.0,22
3014,0.0,25
3015,0.0,19
3016,1.0,15
3017,0.0,14
3018,0.0,40
3019,1.0,18
3020,1.0,51
3021,1.0,34
3022,1.0,56
3023,1.0,11
3024,1.0,19
3025,0.0,26
3026,1.0,53
3027,1.0,7
3028,1.0,11
3029,1.0,39
3030,1.0,100
3031,0.0,97
3032,1.0,11
3033,1.0,52
3034,1.0,21
3035,0.0,100
3036,1.0,18
3037,1.0,26
3038,0.0,17
3039,0.0,24
3040,1.0,32
3041,0.0,20
3042,1.0,36
3043,0.0,58
3044,0.0,100
3045,1.0,36
3046,0.0,22
3047,0.0,47
3048,1.0,73
3049,1.0,20
3050,1.0,96
3051,1.0,30
3052,1.0,34
3053,1.0,42
3054,0.0,10
3055,1.0,25
3056,0.0,13
3057,0.0,11
3058,1.0,55
3059,0.0,19
3060,0.0,29
3061,0.0,7
3062,1.0,12
3063,0.0,17
3064,1.0,52
3065,0.0,12
3066,0.0,10
3067,0.0,6
3068,0.0,23
3069,1.0,39
3070,0.0,71
3071,1.0,35
3072,1.0,6
3073,0.0,12
3074,1.0,10
3075,1.0,13
3076,0.0,24
3077,1.0,14
3078,0.0,51
3079,1.0,20
3080,0.0,4
3081,0.0,27
3082,1.0,14
3083,1.0,24
3084,1.0,28
3085,0.0,23
3086,0.0,35
3087,0.0,4
3088,0.0,18
3089,0.0,12
3090,1.0,24
3091,0.0,5
3092,0.0,14
3093,0.0,9
3094,1.0,21
3095,0.0,67
3096,0.0,6
3097,0.0,14
3098,0.0,24
3099,1.0,14
3100,0.0,15
3101,0.0,10
3102,1.0,36
3103,0.0,11
3104,1.0,22
3105,0.0,30
3106,1.0,46
3107,0.0,23
3108,0.0,42
3109,0.0,10
3110,0.0,2
3111,0.0,11
3112,0.0,16
3113,0.0,11
3114,1.0,13
3115,0.0,28
3116,0.0,35
3117,0.0,12
3118,0.0,8
3119,0.0,100
3120,0.0,4
3121,0.0,60
3122,0.0,11
3123,0.0,14
3124,0.0,15
3125,0.0,45
3126,0.0,100
3127,0.0,22
3128,0.0,7
3129,0.0,44
3130,1.0,18
3131,0.0,21
3132,0.0,21
3133,0.0,36
3134,1.0,27
3135,1.0,15
3136,0.0,34
3137,0.0,41
3138,0.0,26
3139,0.0,100
3140,0.0,4
3141,1.0,28
3142,0.0,23
3143,0.0,50
3144,0.0,28
3145,1.0,41
3146,1.0,29
3147,1.0,28
3148,0.0,21
3149,0.0,18
3150,0.0,14
3151,0.0,34
3152,1.0,27
3153,1.0,30
3154,1.0,22
3155,1.0,20
3156,1.0,43
3157,0.0,25
3158,0.0,47
3159,1.0,20
3160,1.0,43
3161,0.0,82
3162,1.0,68
3163,1.0,22
3164,1.0,25
3165,1.0,14
3166,1.0,32
3167,0.0,9
3168,1.0,13
3169,0.0,39
3170,1.0,9
3171,0.0,16
3172,1.0,12
3173,0.0,100
3174,0.0,74
3175,0.0,41
3176,1.0,33
3177,1.0,14
3178,1.0,97
3179,0.0,10
3180,1.0,63
3181,1.0,25
3182,0.0,4
3183,1.0,52
3184,1.0,30
3185,1.0,12
3186,1.0,93
3187,0.0,64
3188,0.0,22
3189,0.0,16
3190,1.0,8
3191,1.0,24
3192,0.0,36
3193,0.0,8
3194,0.0,7
3195,0.0,20
3196,1.0,11
3197,0.0,24
3198,1.0,26
3199,0.0,32
3200,1.0,24
3201,1.0,38
3202,0.0,100
3203,1.0,41
3204,0.0,15
3205,1.0,50
3206,0.0,74
3207,1.0,9
3208,1.0,23
3209,1.0,62
3210,0.0,70
3211,1.0,62
3212,0.0,26
3213,1.0,18
3214,1.0,63
3215,0.0,7
