episode,reward,steps
3216,0.0,14
3217,1.0,79
3218,1.0,19
3219,0.0,55
3220,1.0,37
3221,1.0,55
3222,0.0,16
3223,1.0,76
3224,1.0,19
3225,0.0,100
3226,0.0,14
3227,1.0,12
3228,0.0,17
3229,1.0,37
3230,1.0,31
3231,1.0,9
3232,0.0,90
3233,1.0,51
3234,0.0,77
3235,1.0,54
3236,1.0,43
3237,1.0,37
3238,1.0,7
3239,0.0,38
3240,0.0,14
3241,1.0,58
3242,1.0,17
3243,1.0,18
3244,1.0,47
3245,0.0,15
3246,0.0,80
3247,0.0,64
3248,1.0,91
3249,1.0,23
3250,0.0,11
3251,0.0,46
3252,0.0,5
3253,0.0,36
3254,1.0,13
3255,1.0,52
3256,0.0,39
3257,1.0,18
3258,0.0,16
3259,1.0,18
3260,1.0,22
3261,0.0,9
3262,1.0,16
3263,1.0,9
3264,0.0,18
3265,1.0,10
3266,0.0,9
3267,1.0,18
3268,0.0,69
3269,1.0,24
3270,1.0,10
3271,0.0,100
3272,0.0,32
3273,0.0,56
3274,1.0,14
3275,1.0,31
3276,0.0,41
3277,1.0,33
3278,1.0,26
3279,0.0,100
3280,0.0,35
3281,1.0,22
3282,0.0,7
3283,1.0,21
3284,1.0,32
3285,0.0,11
3286,0.0,89
3287,0.0,57
3288,1.0,12
3289,0.0,53
3290,1.0,85
3291,0.0,8
3292,0.0,28
3293,0.0,93
3294,1.0,52
3295,0.0,78
3296,0.0,72
3297,0.0,28
3298,0.0,42
3299,1.0,53
3300,1.0,56
3301,0.0,22
3302,1.0,15
3303,0.0,8
3304,1.0,30
3305,1.0,45
3306,1.0,35
3307,1.0,58
3308,1.0,20
3309,0.0,13
3310,1.0,15
3311,0.0,34
3312,1.0,32
3313,1.0,43
3314,0.0,5
3315,1.0,23
3316,0.0,37
3317,0.0,6
3318,0.0,6
3319,1.0,14
3320,0.0,88
3321,0.0,17
3322,0.0,32
3323,1.0,38
3324,1.0,12
3325,0.0,44
3326,1.0,38
3327,0.0,46
3328,1.0,26
3329,0.0,22
3330,0.0,39
3331,1.0,69
3332,1.0,24
3333,0.0,21
3334,0.0,42
3335,1.0,76
3336,0.0,100
3337,0.0,42
3338,1.0,14
3339,1.0,52
3340,1.0,24
3341,1.0,39
3342,0.0,2
3343,1.0,11
3344,0.0,17
3345,0.0,61
3346,0.0,28
3347,1.0,9
3348,0.0,11
3349,0.0,11
3350,0.0,52
3351,1.0,45
3352,0.0,51
3353,1.0,35
3354,1.0,41
3355,1.0,28
3356,1.0,38
3357,0.0,11
3358,1.0,50
3359,1.0,41
3360,1.0,11
3361,0.0,100
3362,1.0,23
3363,1.0,31
3364,0.0,28
3365,0.0,7
3366,0.0,75
3367,1.0,63
3368,1.0,53
3369,1.0,14
3370,0.0,10
3371,1.0,10
3372,1.0,25
3373,0.0,100
3374,1.0,92
3375,1.0,20
3376,0.0,28
3377,0.0,100
3378,0.0,100
3379,0.0,19
3380,1.0,83
3381,0.0,4
3382,0.0,39
3383,1.0,69
3384,1.0,35
3385,1.0,26
3386,1.0,15
3387,0.0,8
3388,0.0,11
3389,1.0,33
3390,1.0,48
3391,1.0,19
3392,1.0,65
3393,1.0,10
3394,0.0,75
3395,0.0,68
3396,1.0,16
3397,0.0,25
3398,1.0,29
3399,1.0,11
3400,1.0,10
3401,0.0,100
3402,1.0,26
3403,0.0,33
3404,1.0,35
3405,1.0,44
3406,0.0,71
3407,0.0,4
3408,1.0,15
3409,0.0,13
3410,1.0,13
3411,0.0,43
3412,0.0,64
3413,1.0,7
3414,0.0,22
3415,0.0,53
3416,1.0,13
3417,1.0,46
3418,1.0,17
3419,1.0,21
3420,0.0,20
3421,1.0,38
3422,1.0,80
3423,0.0,69
3424,0.0,8
3425,1.0,14
3426,0.0,55
3427,0.0,38
3428,1.0,8
3429,1.0,44
3430,0.0,28
3431,1.0,87
3432,0.0,27
3433,0.0,27
3434,0.0,29
3435,1.0,30
3436,0.0,39
3437,0.0,77
3438,1.0,53
3439,1.0,31
3440,0.0,35
3441,1.0,11
3442,1.0,56
3443,0.0,76
3444,0.0,47
3445,0.0,2
3446,1.0,31
3447,1.0,31
3448,0.0,100
3449,0.0,100
3450,0.0,36
3451,0.0,12
3452,1.0,8
3453,0.0,40
3454,1.0,46
3455,1.0,25
3456,1.0,22
3457,1.0,31
3458,1.0,20
3459,0.0,65
3460,1.0,17
3461,0.0,30
3462,0.0,36
3463,1.0,19
3464,0.0,18
3465,1.0,41
3466,1.0,21
3467,0.0,76
3468,1.0,28
3469,0.0,47
3470,0.0,32
3471,0.0,11
3472,1.0,70
3473,1.0,27
3474,1.0,49
3475,1.0,17
3476,1.0,11
3477,0.0,51
3478,0.0,72
3479,1.0,44
3480,1.0,30
3481,0.0,2
3482,1.0,77
3483,0.0,99
3484,0.0,4
3485,1.0,33
3486,0.0,100
3487,0.0,12
3488,1.0,14
3489,1.0,8
3490,1.0,68
3491,0.0,57
3492,0.0,7
3493,1.0,12
3494,1.0,28
3495,1.0,9
3496,0.0,26
3497,0.0,5
3498,0.0,13
3499,1.0,59
3500,1.0,58
3501,1.0,51
3502,0.0,100
3503,0.0,48
3504,0.0,21
3505,0.0,11
3506,1.0,15
3507,1.0,14
3508,0.0,11
3509,1.0,23
3510,0.0,41
3511,0.0,52
3512,0.0,52
3513,1.0,32
3514,1.0,29
3515,1.0,18
3516,0.0,13
3517,0.0,51
3518,0.0,28
3519,0.0,12
3520,0.0,40
3521,0.0,18
3522,1.0,12
3523,1.0,15
3524,1.0,32
3525,1.0,14
3526,0.0,47
3527,0.0,20
3528,1.0,46
3529,0.0,12
3530,1.0,21
3531,0.0,53
3532,1.0,9
3533,1.0,55
3534,0.0,45
3535,1.0,15
3536,0.0,35
3537,0.0,26
3538,1.0,34
3539,0.0,17
3540,0.0,23
3541,1.0,7
3542,0.0,11
3543,1.0,36
3544,0.0,25
3545,0.0,36
3546,0.0,39
3547,1.0,33
3548,1.0,21
3549,0.0,34
3550,0.0,7
3551,1.0,14
3552,0.0,100
3553,0.0,15
3554,0.0,21
3555,1.0,38
3556,0.0,52
3557,0.0,41
3558,1.0,11
3559,0.0,8
3560,0.0,11
3561,0.0,40
3562,1.0,61
3563,1.0,32
3564,0.0,19
3565,1.0,14
3566,1.0,20
3567,1.0,52
3568,1.0,8
3569,0.0,17
3570,1.0,17
3571,0.0,32
3572,0.0,44
3573,0.0,30
3574,0.0,35
3575,0.0,10
3576,0.0,22
3577,1.0,28
3578,0.0,19
3579,1.0,20
3580,1.0,83
3581,1.0,29
3582,0.0,11
3583,1.0,23
3584,1.0,98
3585,0.0,24
3586,0.0,29
3587,1.0,20
3588,0.0,15
3589,1.0,29
3590,0.0,45
3591,0.0,6
3592,1.0,13
3593,1.0,98
3594,0.0,4
3595,0.0,18
3596,0.0,16
3597,1.0,28
3598,0.0,13
3599,0.0,53
3600,1.0,18
3601,0.0,5
3602,1.0,30
3603,1.0,18
3604,0.0,17
3605,0.0,6
3606,1.0,11
3607,0.0,6
3608,1.0,44
3609,0.0,30
3610,0.0,12
3611,1.0,35
3612,1.0,20
3613,1.0,58
3614,1.0,12
3615,0.0,19
3616,0.0,9
3617,0.0,5
3618,1.0,14
3619,0.0,23
3620,0.0,22
3621,0.0,25
3622,1.0,22
3623,0.0,4
3624,0.0,30
3625,0.0,54
3626,1.0,18
3627,0.0,5
3628,1.0,55
3629,1.0,21
3630,1.0,21
3631,0.0,25
3632,1.0,27
3633,1.0,8
3634,1.0,25
3635,0.0,43
3636,0.0,23
3637,0.0,6
3638,0.0,35
3639,1.0,33
3640,0.0,14
3641,0.0,16
3642,1.0,56
3643,1.0,18
3644,1.0,17
3645,0.0,20
3646,0.0,6
3647,0.0,17
3648,1.0,12
3649,1.0,15
3650,1.0,49
3651,0.0,53
3652,1.0,15
3653,0.0,22
3654,0.0,20
3655,0.0,12
3656,1.0,38
3657,0.0,5
3658,0.0,13
3659,0.0,44
3660,0.0,21
3661,0.0,22
3662,0.0,48
3663,0.0,28
3664,1.0,42
3665,0.0,26
3666,0.0,39
3667,0.0,22
3668,0.0,18
3669,0.0,33
3670,1.0,22
3671,0.0,16
3672,1.0,16
3673,0.0,48
3674,1.0,56
3675,1.0,22
3676,0.0,17
3677,1.0,49
3678,0.0,2
3679,1.0,21
3680,1.0,20
3681,0.0,12
3682,0.0,18
3683,1.0,14
3684,1.0,45
3685,0.0,82
3686,1.0,27
3687,0.0,12
3688,1.0,31
3689,1.0,18
3690,0.0,100
3691,1.0,9
3692,0.0,56
3693,1.0,20
3694,0.0,14
3695,1.0,72
3696,0.0,10
3697,1.0,22
3698,1.0,16
3699,1.0,38
3700,1.0,39
3701,1.0,11
3702,0.0,9
3703,1.0,18
3704,0.0,17
3705,1.0,74
3706,0.0,100
3707,0.0,41
3708,0.0,26
3709,0.0,5
3710,1.0,16
3711,1.0,30
3712,0.0,25
3713,1.0,58
3714,1.0,58
3715,1.0,75
3716,0.0,32
3717,1.0,24
3718,1.0,27
3719,0.0,53
3720,1.0,19
3721,1.0,56
3722,0.0,34
3723,0.0,14
3724,1.0,17
3725,1.0,40
3726,1.0,43
3727,1.0,100
3728,1.0,22
3729,1.0,55
3730,1.0,21
3731,0.0,13
3732,0.0,42
3733,1.0,11
3734,1.0,82
3735,1.0,10
3736,1.0,15
3737,1.0,31
3738,0.0,12
3739,1.0,24
3740,0.0,27
3741,1.0,53
3742,1.0,53
3743,1.0,27
3744,0.0,35
3745,0.0,40
3746,0.0,11
3747,0.0,48
3748,0.0,84
3749,1.0,61
3750,1.0,30
3751,1.0,69
3752,0.0,6
3753,1.0,8
3754,0.0,62
3755,1.0,16
3756,0.0,34
3757,0.0,42
3758,1.0,14
3759,0.0,16
3760,0.0,36
3761,1.0,7
3762,1.0,8
3763,1.0,11
3764,1.0,10
3765,0.0,38
3766,1.0,35
3767,1.0,18
3768,1.0,35
3769,1.0,69
3770,0.0,22
3771,0.0,12
3772,1.0,10
3773,1.0,20
3774,1.0,23
3775,0.0,45
3776,1.0,87
3777,1.0,13
3778,0.0,37
3779,1.0,28
3780,1.0,43
3781,1.0,75
3782,1.0,19
3783,1.0,98
3784,0.0,23
3785,1.0,56
3786,1.0,10
3787,1.0,28
3788,1.0,18
3789,0.0,7
3790,0.0,18
3791,0.0,9
3792,0.0,100
3793,0.0,27
3794,1.0,28
3795,1.0,10
3796,1.0,25
3797,1.0,26
3798,0.0,36
3799,1.0,47
3800,1.0,35
3801,1.0,51
3802,1.0,13
3803,1.0,43
3804,0.0,33
3805,0.0,15
3806,1.0,25
3807,1.0,52
3808,1.0,37
3809,1.0,22
3810,1.0,20
3811,0.0,9
3812,1.0,71
3813,1.0,35
3814,1.0,28
3815,1.0,25
3816,0.0,18
3817,1.0,89
3818,0.0,28
3819,0.0,42
3820,1.0,9
3821,1.0,81
3822,1.0,14
3823,1.0,26
3824,1.0,26
3825,1.0,40
3826,0.0,100
3827,0.0,4
3828,0.0,22
3829,0.0,62
3830,0.0,10
3831,1.0,44
3832,1.0,24
3833,0.0,66
3834,1.0,49
3835,0.0,38
3836,1.0,79
3837,1.0,20
3838,1.0,43
3839,0.0,33
3840,1.0,19
3841,1.0,12
3842,1.0,22
3843,0.0,55
3844,0.0,41
3845,0.0,32
3846,1.0,13
3847,0.0,12
3848,0.0,7
3849,0.0,72
3850,0.0,26
3851,1.0,56
3852,0.0,9
3853,0.0,32
3854,0.0,24
3855,0.0,16
3856,0.0,14
3857,0.0,20
3858,0.0,17
3859,0.0,10
3860,0.0,19
3861,0.0,26
3862,1.0,82
3863,0.0,2
3864,1.0,14
3865,0.0,19
3866,1.0,11
3867,0.0,9
3868,1.0,50
3869,0.0,53
3870,1.0,41
3871,0.0,26
3872,0.0,34
3873,0.0,9
3874,1.0,35
3875,1.0,24
3876,1.0,12
3877,1.0,45
3878,0.0,10
3879,0.0,100
3880,1.0,22
3881,0.0,40
3882,0.0,99
3883,1.0,19
3884,0.0,11
3885,1.0,15
3886,0.0,8
3887,0.0,100
3888,1.0,24
3889,0.0,24
3890,1.0,10
3891,0.0,40
3892,0.0,100
3893,0.0,25
3894,1.0,40
3895,0.0,55
3896,0.0,11
3897,1.0,9
3898,0.0,14
3899,0.0,27
3900,1.0,18
3901,0.0,23
3902,0.0,27
3903,1.0,34
3904,1.0,91
3905,0.0,21
3906,1.0,41
3907,0.0,30
3908,1.0,19
3909,0.0,53
3910,1.0,28
3911,0.0,12
3912,0.0,100
3913,1.0,44
3914,0.0,42
3915,1.0,31
3916,0.0,42
3917,1.0,21
3918,1.0,48
3919,1.0,35
3920,1.0,22
3921,0.0,51
3922,0.0,19
3923,1.0,37
3924,1.0,17
3925,0.0,25
3926,1.0,21
3927,0.0,32
3928,1.0,40
3929,1.0,7
3930,1.0,33
3931,1.0,14
3932,0.0,100
3933,1.0,25
3934,1.0,21
3935,0.0,100
3936,0.0,100
3937,1.0,99
3938,1.0,36
3939,0.0,40
3940,0.0,18
3941,1.0,38
3942,1.0,24
3943,0.0,18
3944,1.0,20
3945,1.0,44
3946,0.0,100
3947,1.0,9
3948,1.0,26
3949,1.0,51
3950,0.0,37
3951,1.0,48
3952,1.0,43
3953,1.0,35
3954,0.0,29
3955,1.0,8
3956,1.0,30
3957,1.0,25
3958,1.0,32
3959,0.0,14
3960,1.0,18
3961,1.0,29
3962,1.0,26
3963,0.0,34
3964,0.0,23
3965,1.0,53
3966,1.0,22
3967,1.0,18
3968,0.0,27
3969,0.0,76
3970,1.0,22
3971,1.0,14
3972,1.0,35
3973,1.0,46
3974,1.0,20
3975,1.0,15
3976,1.0,61
3977,1.0,27
3978,1.0,21
3979,0.0,100
3980,0.0,100
3981,1.0,24
3982,1.0,21
3983,1.0,15
3984,0.0,33
3985,0.0,100
3986,1.0,42
3987,1.0,13
3988,1.0,19
3989,1.0,23
3990,0.0,48
3991,1.0,87
3992,1.0,40
3993,1.0,8
3994,1.0,37
3995,0.0,6
3996,0.0,18
3997,1.0,48
3998,0.0,84
3999,1.0,39
4000,1.0,17
4001,1.0,59
4002,1.0,51
4003,1.0,39
4004,0.0,56
4005,1.0,54
4006,1.0,12
4007,0.0,18
4008,0.0,100
4009,1.0,49
4010,1.0,35
4011,0.0,3
4012,1.0,14
4013,1.0,19
4014,1.0,12
4015,1.0,36
4016,0.0,75
4017,0.0,64
4018,1.0,36
4019,0.0,51
4020,1.0,22
4021,0.0,10
4022,0.0,12
4023,0.0,35
4024,1.0,30
4025,1.0,56
4026,1.0,19
4027,1.0,35
4028,1.0,100
4029,1.0,10
4030,0.0,10
4031,1.0,47
4032,1.0,25
4033,1.0,19
4034,1.0,50
4035,1.0,14
4036,0.0,9
4037,1.0,10
4038,0.0,11
4039,0.0,100
4040,0.0,54
4041,1.0,26
4042,0.0,37
4043,1.0,9
4044,1.0,30
4045,0.0,19
4046,0.0,14
4047,1.0,20
4048,0.0,24
4049,0.0,30
4050,1.0,21
4051,0.0,19
4052,1.0,37
4053,1.0,74
4054,1.0,31
4055,1.0,95
4056,1.0,73
4057,1.0,29
4058,0.0,25
4059,1.0,34
4060,1.0,17
4061,1.0,21
4062,1.0,10
4063,1.0,28
4064,1.0,96
4065,1.0,30
4066,0.0,8
4067,1.0,14
4068,0.0,50
4069,1.0,19
4070,1.0,84
4071,1.0,87
4072,1.0,65
4073,0.0,32
4074,1.0,21
4075,1.0,80
4076,1.0,32
4077,1.0,15
4078,1.0,11
4079,1.0,17
4080,1.0,50
4081,1.0,60
4082,1.0,44
4083,1.0,24
4084,1.0,17
4085,1.0,27
4086,1.0,11
4087,0.0,64
4088,0.0,100
4089,0.0,7
4090,1.0,22
4091,1.0,30
4092,1.0,7
4093,1.0,16
4094,0.0,14
4095,0.0,3
4096,1.0,19
4097,1.0,13
4098,1.0,42
4099,1.0,13
4100,1.0,45
4101,1.0,58
4102,1.0,39
4103,0.0,14
4104,0.0,100
4105,1.0,38
4106,0.0,100
4107,1.0,32
4108,1.0,24
4109,0.0,59
4110,1.0,46
4111,0.0,14
4112,1.0,68
4113,1.0,13
4114,1.0,21
4115,1.0,20
4116,1.0,25
4117,1.0,25
4118,0.0,38
4119,1.0,34
4120,1.0,15
4121,0.0,100
4122,0.0,14
4123,0.0,41
4124,1.0,75
4125,0.0,69
4126,0.0,51
4127,1.0,67
4128,1.0,14
4129,0.0,23
4130,1.0,42
4131,1.0,30
4132,0.0,54
4133,0.0,14
4134,1.0,34
4135,1.0,48
4136,1.0,66
4137,1.0,62
4138,1.0,29
4139,0.0,49
4140,0.0,40
4141,1.0,14
4142,1.0,68
4143,1.0,26
4144,0.0,88
4145,0.0,41
4146,1.0,16
4147,1.0,83
4148,1.0,71
4149,0.0,35
4150,0.0,6
4151,0.0,23
4152,1.0,44
4153,1.0,19
4154,1.0,8
4155,1.0,24
4156,1.0,30
4157,0.0,100
4158,1.0,22
4159,1.0,37
4160,0.0,16
4161,0.0,14
4162,0.0,100
4163,0.0,34
4164,1.0,10
4165,0.0,28
4166,1.0,36
4167,1.0,9
4168,1.0,34
4169,1.0,23
4170,0.0,8
4171,0.0,26
4172,0.0,29
4173,1.0,15
4174,0.0,45
4175,0.0,18
4176,0.0,5
4177,0.0,12
4178,0.0,14
4179,1.0,39
4180,1.0,8
4181,0.0,8
4182,1.0,14
4183,0.0,28
4184,0.0,23
4185,0.0,26
4186,0.0,11
4187,1.0,14
4188,0.0,7
4189,0.0,5
4190,0.0,49
4191,0.0,48
4192,0.0,21
4193,1.0,30
4194,1.0,47
4195,0.0,17
4196,1.0,19
4197,1.0,20
4198,1.0,27
4199,1.0,10
4200,1.0,8
4201,1.0,12
4202,1.0,52
4203,1.0,32
4204,0.0,16
4205,1.0,25
4206,1.0,74
4207,1.0,86
4208,0.0,100
4209,0.0,10
4210,0.0,17
4211,1.0,32
4212,0.0,14
4213,0.0,58
4214,1.0,75
4215,0.0,11
4216,0.0,52
4217,0.0,25
4218,1.0,26
4219,0.0,41
4220,0.0,37
4221,1.0,43
4222,0.0,7
4223,0.0,85
4224,1.0,18
4225,0.0,6
4226,0.0,13
4227,1.0,27
4228,0.0,24
4229,1.0,40
4230,1.0,26
4231,0.0,21
4232,1.0,57
4233,0.0,6
4234,1.0,52
4235,0.0,100
4236,0.0,38
4237,1.0,41
4238,1.0,19
4239,1.0,45
4240,1.0,51
4241,1.0,43
4242,1.0,27
4243,0.0,100
4244,0.0,42
4245,1.0,68
4246,1.0,16
4247,1.0,49
4248,1.0,37
4249,0.0,47
4250,1.0,36
4251,1.0,47
4252,1.0,37
4253,0.0,38
4254,1.0,18
4255,0.0,81
4256,1.0,23
4257,0.0,96
4258,0.0,44
4259,1.0,11
4260,1.0,17
4261,1.0,13
4262,0.0,16
4263,1.0,68
4264,1.0,59
4265,1.0,28
4266,1.0,33
4267,1.0,66
4268,1.0,43
4269,1.0,21
4270,1.0,12
4271,1.0,14
4272,1.0,39
4273,1.0,27
4274,1.0,33
4275,0.0,22
4276,1.0,42
4277,1.0,79
4278,1.0,45
4279,1.0,75
4280,1.0,16
4281,1.0,40
4282,0.0,100
4283,1.0,31
4284,1.0,29
4285,1.0,36
4286,1.0,28
4287,1.0,29
4288,1.0,43
4289,1.0,50
4290,0.0,4
4291,1.0,46
4292,0.0,85
4293,1.0,19
4294,0.0,45
4295,1.0,17
4296,0.0,65
4297,0.0,53
4298,1.0,84
4299,1.0,36
4300,0.0,23
4301,0.0,35
4302,0.0,56
4303,0.0,24
4304,0.0,67
4305,0.0,10
4306,1.0,23
4307,1.0,53
4308,1.0,23
4309,1.0,33
4310,0.0,63
4311,0.0,10
4312,0.0,24
4313,1.0,81
4314,1.0,18
4315,1.0,98
4316,1.0,29
4317,1.0,31
4318,1.0,48
4319,1.0,56
4320,1.0,18
4321,0.0,42
4322,1.0,95
4323,0.0,98
4324,0.0,38
4325,1.0,54
4326,1.0,29
4327,0.0,20
4328,0.0,100
4329,0.0,18
4330,0.0,50
4331,1.0,23
4332,0.0,17
4333,0.0,43
4334,0.0,14
4335,1.0,22
4336,1.0,24
4337,1.0,26
4338,1.0,24
4339,1.0,16
4340,0.0,60
4341,0.0,10
4342,1.0,20
4343,1.0,53
4344,0.0,7
4345,0.0,46
4346,0.0,7
4347,1.0,9
4348,0.0,13
4349,0.0,22
4350,0.0,51
4351,1.0,21
4352,1.0,14
4353,1.0,46
4354,1.0,79
4355,1.0,17
4356,1.0,16
4357,0.0,37
4358,1.0,39
4359,1.0,45
4360,1.0,40
4361,1.0,16
4362,1.0,31
4363,1.0,22
4364,1.0,24
4365,1.0,17
4366,0.0,70
4367,0.0,45
4368,0.0,7
4369,1.0,84
4370,0.0,100
4371,0.0,40
4372,0.0,23
4373,1.0,36
4374,0.0,7
4375,1.0,28
4376,0.0,22
4377,1.0,19
4378,0.0,34
4379,0.0,15
4380,1.0,66
4381,0.0,92
4382,0.0,22
4383,1.0,25
4384,1.0,32
4385,0.0,100
4386,0.0,17
4387,0.0,4
4388,1.0,11
4389,1.0,31
4390,1.0,24
4391,1.0,17
4392,0.0,6
4393,1.0,23
4394,1.0,72
4395,1.0,15
4396,1.0,32
4397,1.0,65
4398,1.0,16
4399,1.0,14
4400,0.0,9
4401,1.0,29
4402,1.0,13
4403,0.0,10
4404,1.0,23
4405,1.0,10
4406,1.0,31
4407,1.0,97
4408,1.0,37
4409,1.0,83
4410,1.0,32
4411,0.0,20
4412,1.0,54
4413,0.0,13
4414,0.0,41
4415,0.0,13
4416,1.0,24
4417,0.0,19
4418,1.0,33
4419,0.0,9
4420,0.0,48
4421,0.0,83
4422,0.0,67
4423,0.0,100
4424,1.0,44
4425,0.0,30
4426,1.0,11
4427,1.0,18
4428,1.0,53
4429,0.0,17
4430,1.0,55
4431,1.0,15
4432,1.0,44
4433,1.0,35
4434,0.0,60
4435,0.0,27
4436,0.0,6
4437,0.0,20
4438,0.0,68
4439,0.0,20
4440,0.0,22
4441,0.0,13
4442,0.0,11
4443,1.0,28
4444,1.0,40
4445,1.0,19
4446,0.0,13
4447,1.0,62
4448,0.0,21
4449,0.0,19
4450,0.0,14
4451,0.0,30
4452,0.0,4
4453,0.0,9
4454,1.0,20
4455,1.0,7
4456,0.0,23
4457,0.0,16
4458,1.0,9
4459,0.0,21
4460,0.0,7
4461,1.0,28
4462,0.0,10
4463,0.0,9
4464,0.0,33
4465,0.0,21
4466,0.0,13
4467,1.0,16
4468,1.0,25
4469,0.0,8
4470,0.0,25
4471,1.0,17
4472,0.0,9
4473,1.0,34
4474,1.0,17
4475,1.0,15
4476,0.0,21
4477,0.0,18
4478,0.0,100
4479,1.0,87
4480,0.0,24
4481,0.0,7
4482,1.0,20
4483,0.0,26
4484,1.0,14
4485,1.0,15
4486,0.0,75
4487,0.0,55
4488,1.0,8
4489,1.0,41
4490,0.0,7
4491,1.0,16
4492,1.0,31
4493,0.0,30
4494,0.0,37
4495,0.0,17
4496,0.0,12
4497,0.0,34
4498,1.0,51
4499,0.0,6
4500,0.0,11
4501,0.0,32
4502,0.0,8
4503,0.0,11
4504,0.0,57
4505,1.0,7
4506,0.0,48
4507,1.0,18
4508,1.0,52
4509,0.0,70
4510,1.0,54
4511,0.0,40
4512,0.0,17
4513,0.0,5
4514,0.0,54
4515,1.0,37
4516,0.0,12
4517,1.0,34
4518,1.0,6
4519,1.0,11
4520,1.0,37
4521,0.0,100
4522,0.0,17
4523,1.0,29
4524,1.0,8
4525,1.0,17
4526,1.0,30
4527,0.0,28
4528,0.0,17
4529,1.0,29
4530,1.0,71
4531,0.0,47
4532,1.0,75
4533,1.0,25
4534,1.0,64
4535,1.0,37
4536,1.0,15
4537,0.0,11
4538,0.0,25
4539,1.0,39
4540,1.0,24
4541,1.0,35
4542,1.0,14
4543,0.0,54
4544,1.0,46
4545,0.0,100
4546,1.0,42
4547,0.0,44
4548,1.0,45
4549,1.0,15
4550,1.0,59
4551,0.0,21
4552,0.0,100
4553,0.0,66
4554,1.0,13
4555,1.0,63
4556,0.0,15
4557,1.0,63
4558,1.0,39
4559,1.0,52
4560,1.0,39
4561,1.0,43
4562,1.0,9
4563,1.0,41
4564,1.0,25
4565,1.0,25
4566,1.0,18
4567,1.0,24
4568,1.0,53
4569,0.0,49
4570,1.0,34
4571,1.0,11
4572,1.0,6
4573,0.0,35
4574,1.0,71
4575,1.0,18
4576,0.0,9
4577,0.0,24
4578,1.0,19
4579,1.0,8
4580,1.0,33
4581,0.0,26
4582,1.0,33
4583,1.0,12
4584,1.0,54
4585,0.0,30
4586,1.0,22
4587,0.0,29
4588,0.0,76
4589,1.0,30
4590,0.0,52
4591,1.0,10
4592,1.0,86
4593,1.0,32
4594,1.0,21
4595,1.0,11
4596,1.0,30
4597,0.0,32
4598,0.0,23
4599,1.0,30
4600,0.0,12
4601,1.0,37
4602,1.0,31
4603,1.0,53
4604,0.0,100
4605,1.0,94
4606,0.0,23
4607,0.0,5
4608,1.0,12
4609,0.0,12
4610,1.0,48
4611,1.0,50
4612,1.0,82
4613,1.0,88
4614,0.0,71
4615,0.0,20
4616,0.0,100
4617,1.0,19
4618,0.0,5
4619,0.0,100
4620,1.0,42
4621,1.0,42
4622,1.0,80
4623,0.0,56
4624,0.0,13
4625,1.0,48
4626,1.0,26
4627,0.0,23
4628,1.0,12
4629,1.0,25
4630,0.0,100
4631,1.0,52
4632,1.0,19
4633,0.0,100
4634,1.0,58
4635,0.0,24
4636,1.0,20
4637,0.0,100
4638,1.0,39
4639,1.0,26
4640,1.0,31
4641,0.0,100
4642,1.0,24
4643,1.0,16
4644,0.0,100
4645,0.0,12
4646,0.0,7
4647,1.0,21
4648,0.0,25
4649,1.0,15
4650,1.0,35
4651,0.0,25
4652,1.0,88
4653,1.0,36
4654,0.0,18
4655,0.0,7
4656,1.0,21
4657,1.0,27
4658,1.0,9
4659,1.0,52
4660,1.0,81
4661,0.0,4
4662,0.0,61
4663,1.0,22
4664,1.0,37
4665,0.0,24
4666,0.0,18
4667,0.0,92
4668,0.0,10
4669,1.0,91
4670,0.0,41
4671,1.0,40
4672,1.0,30
4673,1.0,19
4674,1.0,46
4675,0.0,7
4676,0.0,9
4677,1.0,19
4678,0.0,45
4679,0.0,16
4680,0.0,65
4681,1.0,46
4682,0.0,14
4683,0.0,100
4684,0.0,12
4685,1.0,43
4686,0.0,44
4687,0.0,12
4688,0.0,14
4689,1.0,39
4690,0.0,28
4691,1.0,24
4692,0.0,19
4693,1.0,12
4694,1.0,23
4695,1.0,16
4696,1.0,17
4697,0.0,55
4698,1.0,46
4699,0.0,9
4700,1.0,17
4701,1.0,31
4702,0.0,100
4703,1.0,39
4704,1.0,16
4705,0.0,100
4706,1.0,57
4707,0.0,5
4708,0.0,82
4709,1.0,46
4710,1.0,21
4711,1.0,39
4712,0.0,100
4713,0.0,31
4714,0.0,19
4715,1.0,23
4716,1.0,11
4717,1.0,44
4718,1.0,50
4719,0.0,17
4720,1.0,34
4721,1.0,52
4722,1.0,28
4723,1.0,32
4724,1.0,37
4725,1.0,6
4726,1.0,46
4727,0.0,61
4728,1.0,25
4729,0.0,70
4730,1.0,45
4731,0.0,29
4732,1.0,23
4733,0.0,31
4734,1.0,83
4735,1.0,16
4736,0.0,58
4737,1.0,27
4738,1.0,8
4739,0.0,33
4740,1.0,44
4741,0.0,79
4742,1.0,70
4743,1.0,15
4744,1.0,10
4745,1.0,23
4746,1.0,78
4747,1.0,35
4748,1.0,22
4749,0.0,20
4750,1.0,16
4751,0.0,47
4752,1.0,42
4753,0.0,22
4754,1.0,37
4755,0.0,14
4756,1.0,19
4757,1.0,34
4758,0.0,53
4759,0.0,8
4760,1.0,23
4761,0.0,17
4762,0.0,11
4763,1.0,11
4764,0.0,21
4765,1.0,20
4766,1.0,69
4767,1.0,33
4768,1.0,60
4769,1.0,29
